Name;Energy100g;Sugar100g;Fat100g;Carb100g;Weight_gram
BabyfoodGERBER2ndFoodsapplecarrotandsquashorganic;64.0;9.09;0.0;14.82;99.0
BabyfoodGERBER3rdFoodsapplemangoandkiwi;48.0;10.18;0.0;12.88;170.0
BabyfoodGERBERBananawithorangemedley;69.0;14.27;0.0;20.41;113.0
BabyfoodGERBERGRADUATESLilBiscuitsVanillaWheat;407.0;24.9;9.27;72.48;28.35
Babyfoodgrapejuicenosugarcanned;62.0;15.3;0.0;15.38;118.0
Babyfoodgreenbeansandturkeystrained;51.0;1.39;1.5;5.35;14.0
Babyfoodgreenbeansdicestoddler;29.0;1.06;0.2;5.7;28.35
Babyfoodjuicetreatsfruitmedleytoddler;347.0;57.4;0.02;86.68;28.0
Babyfoodjuiceapple;47.0;10.7;0.1;11.7;31.7
Babyfoodjuiceapplecherry;47.0;10.5;0.1;11.2;31.2
Babyfoodjuiceappleandgrape;46.0;10.9;0.2;11.34;31.2
Babyfoodjuiceappleandpeach;43.0;9.59;0.1;10.5;31.2
Babyfoodjuiceappleandprune;72.0;10.58;0.1;18.1;31.2
Babyfoodjuiceapplewithcalcium;46.0;9.0;0.1;11.1;189.0
Babyfoodjuiceapplesweetpotato;47.0;9.6;0.1;11.4;30.8
Babyfoodjuicefruitpunchwithcalcium;52.0;10.6;0.1;12.7;31.2
Babyfoodjuicemixedfruit;47.0;8.46;0.1;11.7;31.2
Babyfoodjuiceorange;45.0;8.26;0.3;10.2;31.2
Babyfoodjuiceorangeandapple;43.0;8.26;0.2;10.1;31.2
Babyfoodjuiceorangeandappleandbanana;47.0;10.03;0.1;11.5;31.2
Babyfoodjuiceorangeandapricot;46.0;10.03;0.1;10.9;31.2
Babyfoodjuiceorangeandbanana;50.0;10.03;0.1;11.9;31.2
Babyfoodjuiceorangeandpineapple;48.0;10.03;0.1;11.7;31.2
Babyfoodjuiceorangecarrot;43.0;8.4;0.1;9.9;30.8
Babyfoodjuicepear;43.0;7.28;0.0;11.86;31.2
Babyfoodjuicepruneandorange;70.0;7.28;0.3;16.8;31.2
Babyfoodmacaroniandcheesetoddler;82.0;0.79;2.6;11.2;113.0
Babyfoodmashedcheddarpotatoesandbroccolitoddlers;48.0;1.17;1.47;7.47;170.0
Babyfoodmeatbeefwithvegetablestoddler;69.0;1.18;2.1;8.72;179.0
Babyfoodmeatbeefjunior;81.0;0.0;2.52;2.43;28.35
Babyfoodmeatbeefstrained;81.0;0.0;2.52;2.43;14.7
Babyfoodmeatchickensticksjunior;188.0;1.4;14.4;1.5;10.0
Babyfoodmeatchickenjunior;146.0;1.4;9.6;0.0;15.0
Babyfoodmeatchickenstrained;130.0;0.0;7.9;0.1;15.0
Babyfoodmeathamjunior;97.0;0.0;3.8;3.7;28.35
Babyfoodmeathamstrained;97.0;0.0;3.8;3.7;15.0
Babyfoodmeatlambjunior;112.0;0.0;5.2;0.0;28.35
Babyfoodmeatlambstrained;94.0;0.0;3.41;0.85;22.0
Babyfoodmeatmeatsticksjunior;184.0;0.8;14.6;1.1;10.0
Babyfoodmeatporkstrained;124.0;0.8;7.1;0.0;28.35
Babyfoodmeatturkeysticksjunior;188.0;0.8;14.2;1.4;10.0
Babyfoodmeatturkeyjunior;111.0;0.0;6.2;1.4;19.0
Babyfoodmeatturkeystrained;111.0;0.0;6.2;1.4;15.0
Babyfoodmeatvealstrained;81.0;0.0;2.45;1.51;16.0
Babyfoodmixedfruitjuicewithlowfatyogurt;74.0;10.8;0.8;14.68;31.5
Babyfoodmixedfruityogurtstrained;75.0;11.74;0.8;16.23;15.0
BabyfoodMultigrainwholegraincerealdryfortified;407.0;26.67;6.67;80.06;16.0
Babyfoodoatmealcerealwithfruitdryinstanttoddlerfortified;402.0;11.09;7.05;74.1;5.3
Babyfoodpeachesdicestoddler;51.0;9.49;0.2;11.8;28.35
Babyfoodpearsdicestoddler;57.0;8.66;0.1;13.6;28.35
Babyfoodpeasandbrownrice;64.0;2.89;0.5;11.49;230.0
Babyfoodpeasdicestoddler;64.0;4.13;0.8;10.3;28.35
Babyfoodplumsbananasandricestrained;57.0;9.3;0.3;12.7;28.35
Babyfoodpotatoestoddler;52.0;0.91;0.1;11.73;163.0
Babyfoodpretzels;397.0;3.08;2.0;82.2;28.35
Babyfoodpruneswithoutvitamincstrained;100.0;14.28;0.2;23.52;15.0
Babyfoodraviolicheesefilledwithtomatosauce;99.0;0.59;2.2;16.3;16.0
Babyfoodriceandapplesdry;396.0;3.22;2.4;86.89;2.5
BabyfoodricecerealdryEARTHSBESTORGANICWHOLEGRAINfortifiedonlywithiron;386.0;0.12;4.9;78.06;18.0
BabyfoodsnackGERBERGRADUATEFRUITSTRIPSRealFruitBars;330.0;68.65;2.24;76.61;9.9
BabyfoodSnackGERBERGRADUATESLILCRUNCHIESbakedwholegraincornsnack;503.0;0.0;28.57;61.59;7.0
BabyfoodsnackGERBERGRADUATESYOGURTMELTS;380.0;57.14;4.0;71.82;7.0
Babyfoodtropicalfruitmedley;46.0;9.78;0.14;12.22;88.0
Babyfoodvegetableandbrownricestrained;69.0;2.39;1.5;12.1;230.0
Babyfoodvegetablebutternutsquashandcorn;50.0;2.93;0.6;9.26;113.0
Babyfoodvegetablegreenbeansandpotatoes;62.0;2.35;1.9;9.0;113.0
Babyfoodvegetablesbeetsstrained;34.0;6.09;0.1;7.7;224.0
Babyfoodvegetablescarrotsjunior;32.0;3.16;0.2;7.2;224.0
Babyfoodvegetablescarrotsstrained;26.0;3.64;0.1;6.0;224.0
Babyfoodvegetablescorncreamedjunior;65.0;1.48;0.4;16.25;240.0
Babyfoodvegetablescorncreamedstrained;57.0;1.23;0.4;14.1;113.0
Babyfoodvegetablesgardenvegetablestrained;32.0;2.57;0.2;6.8;28.35
Babyfoodvegetablesgreenbeansjunior;24.0;1.08;0.1;5.8;240.0
Babyfoodvegetablesgreenbeansstrained;27.0;1.88;0.17;6.29;240.0
Babyfoodvegetablesmixvegetablesjunior;36.0;1.78;0.4;8.2;99.0
Babyfoodvegetablesmixvegetablesstrained;36.0;1.57;0.5;8.25;28.35
Babyfoodvegetablespeasstrained;50.0;2.01;0.43;8.36;16.0
Babyfoodvegetablesspinachcreamedstrained;37.0;2.33;1.3;5.7;240.0
Babyfoodvegetablessquashjunior;24.0;3.24;0.2;5.73;16.0
Babyfoodvegetablessquashstrained;28.0;3.37;0.2;5.73;16.0
Babyfoodvegetablessweetpotatoesstrained;57.0;4.05;0.1;13.2;224.0
Babyfoodvegetablessweetpotatoesjunior;60.0;4.24;0.1;14.0;224.0
BabyfoodwaterbottledGERBERwithoutaddedfluoride;0.0;4.24;0.1;14.0;113.0
BabyfoodyogurtwholemilkwithfruitmultigraincerealandaddedDHAfortified;98.0;11.46;3.53;13.22;31.0
Babyfoodyogurtwholemilkwithfruitmultigraincerealandaddedironfortified;92.0;11.46;3.08;13.0;16.0
Baconandbeefsticks;517.0;11.46;44.2;0.8;28.0
Baconbitsmeatless;476.0;0.0;25.9;28.6;7.0
Baconmeatless;309.0;0.0;29.52;5.31;144.0
Baconpreslicedreducedlowsodiumunprepared;407.0;0.0;39.27;0.83;26.0
Baconturkeylowsodium;253.0;0.0;20.0;4.8;15.0
Baconturkeymicrowaved;368.0;0.0;25.87;4.24;8.1
Baconturkeyunprepared;226.0;0.0;16.93;1.89;14.0
Bagelscinnamonraisin;274.0;5.98;1.7;55.2;26.0
Bagelscinnamonraisintoasted;294.0;6.43;1.8;59.3;24.0
Bagelsegg;278.0;6.43;2.1;53.0;28.35
Bagelsmultigrain;241.0;8.66;1.24;47.47;81.0
Bagelsoatbran;255.0;1.63;1.2;53.3;26.0
Bagelsplainenrichedwithcalciumpropionateincludesonionpoppysesame;264.0;8.43;1.32;52.38;99.0
Bagelsplainenrichedwithcalciumpropionateincludesonionpoppysesametoasted;287.0;9.14;1.43;57.39;24.0
Bagelsplainenrichedwithoutcalciumpropionateincludesonionpoppysesame;275.0;9.14;1.6;53.4;28.35
Bagelsplainunenrichedwithcalciumpropionateincludesonionpoppysesame;275.0;9.14;1.6;53.4;28.35
Bagelsplainunenrichedwithoutcalciumpropionateincludesonionpoppysesame;275.0;9.14;1.6;53.4;28.35
Bagelswheat;250.0;6.12;1.53;48.89;98.0
Bagelswholegrainwhite;255.0;9.3;0.0;54.52;43.0
BakingchocolateMARSSNACKFOODUSMampMsMilkChocolateMiniBakingBits;502.0;62.54;23.36;68.4;14.0
BakingchocolateMARSSNACKFOODUSMampMsSemisweetChocolateMiniBakingBits;517.0;53.07;26.15;65.96;14.0
Bakingchocolatemexicansquares;426.0;69.4;15.59;77.41;20.0
Bakingchocolateunsweetenedliquid;472.0;0.0;47.7;36.2;28.35
Bakingchocolateunsweetenedsquares;642.0;0.91;52.31;28.42;29.0
Balsampearbittergourdleafytipscookedboileddrainedwithsalt;32.0;1.04;0.2;6.16;58.0
Balsampearbittergourdleafytipscookedboileddrainedwithoutsalt;34.0;1.04;0.2;6.68;58.0
Balsampearbittergourdleafytipsraw;30.0;1.04;0.69;3.29;4.0
Balsampearbittergourdpodscookedboileddrainedwithsalt;19.0;1.95;0.18;4.32;124.0
Balsampearbittergourdpodscookedboileddrainedwithoutsalt;19.0;1.95;0.18;4.32;124.0
Balsampearbittergourdpodsraw;17.0;1.95;0.17;3.7;93.0
Bambooshootscanneddrainedsolids;19.0;1.89;0.4;3.22;131.0
Bambooshootscookedboileddrainedwithsalt;11.0;1.89;0.22;1.52;120.0
Bambooshootscookedboileddrainedwithoutsalt;12.0;1.89;0.22;1.92;120.0
Bambooshootsraw;27.0;3.0;0.3;5.2;151.0
Bananasdehydratedorbananapowder;346.0;47.3;1.81;88.28;100.0
Bananasraw;89.0;12.23;0.33;22.84;225.0
BANQUETSalisburySteakWithGravyfamilysizefrozenunprepared;155.0;0.28;11.1;6.96;72.0
Barbecueloafporkbeef;173.0;0.28;8.9;6.4;28.35
Barleyflourormeal;345.0;0.8;1.6;74.52;148.0
Barleymaltflour;361.0;0.8;1.84;78.3;162.0
Barleyhulled;354.0;0.8;2.3;73.48;184.0
Barleypearledcooked;123.0;0.28;0.44;28.22;157.0
Barleypearledraw;352.0;0.8;1.16;77.72;200.0
Basilfresh;23.0;0.3;0.64;2.65;2.5
Beansadzukimatureseedcookedboiledwithsalt;128.0;0.3;0.1;24.77;230.0
Beansadzukimatureseedscannedsweetened;237.0;0.3;0.03;55.01;296.0
Beansadzukimatureseedscookedboiledwithoutsalt;128.0;0.3;0.1;24.77;230.0
Beansadzukimatureseedsraw;329.0;0.3;0.53;62.9;197.0
Beansbakedcannednosaltadded;105.0;7.78;0.4;20.49;253.0
Beansbakedcannedplainorvegetarian;94.0;7.96;0.37;21.14;254.0
Beansbakedcannedwithbeef;121.0;7.96;3.45;16.91;266.0
Beansbakedcannedwithfranks;142.0;6.53;6.57;15.39;259.0
Beansbakedcannedwithpork;106.0;6.53;1.55;19.99;253.0
Beansbakedcannedwithporkandsweetsauce;105.0;8.23;0.89;21.57;249.0
Beansbakedcannedwithporkandtomatosauce;94.0;5.67;0.93;18.69;246.0
Beansbakedhomeprepared;155.0;5.67;5.15;21.63;253.0
Beansblackturtlematureseedscanned;91.0;0.23;0.29;16.55;240.0
Beansblackturtlematureseedscookedboiledwithsalt;130.0;0.32;0.35;24.35;185.0
Beansblackturtlematureseedscookedboiledwithoutsalt;130.0;0.32;0.35;24.35;185.0
Beansblackturtlematureseedsraw;339.0;2.12;0.9;63.25;184.0
Beansblackmatureseedscannedlowsodium;91.0;0.23;0.29;16.55;240.0
Beansblackmatureseedscookedboiledwithsalt;132.0;0.32;0.54;23.71;172.0
Beansblackmatureseedscookedboiledwithoutsalt;132.0;0.32;0.54;23.71;172.0
Beansblackmatureseedsraw;341.0;2.12;1.42;62.36;194.0
Beanschilibarbecueranchstylecooked;97.0;5.25;1.0;16.9;253.0
Beanscranberryromanmatureseedscanned;83.0;5.25;0.28;15.12;260.0
Beanscranberryromanmatureseedscookedboiledwithsalt;136.0;5.25;0.46;24.46;177.0
Beanscranberryromanmatureseedscookedboiledwithoutsalt;136.0;5.25;0.46;24.46;177.0
Beanscranberryromanmatureseedsraw;335.0;5.25;1.23;60.05;195.0
Beansfavainpodraw;88.0;9.21;0.73;17.63;126.0
Beansfrenchmatureseedscookedboiledwithsalt;129.0;9.21;0.76;24.02;177.0
Beansfrenchmatureseedscookedboiledwithoutsalt;129.0;9.21;0.76;24.02;177.0
Beansfrenchmatureseedsraw;343.0;9.21;2.02;64.11;184.0
Beansgreatnorthernmatureseedscanned;114.0;1.41;0.39;21.02;262.0
Beansgreatnorthernmatureseedscannedlowsodium;114.0;1.41;0.39;21.02;262.0
Beansgreatnorthernmatureseedscookedboiledwithsalt;118.0;1.41;0.45;21.09;177.0
Beansgreatnorthernmatureseedscookedboiledwithoutsalt;118.0;1.41;0.45;21.09;177.0
BeansgreatnorthernmatureseedsrawIncludesfoodsforUSDAsFoodDistributionProgram;339.0;2.26;1.14;62.37;183.0
Beanskidneyalltypesmatureseedscanned;84.0;1.85;0.6;14.5;256.0
Beanskidneyalltypesmatureseedscookedboiledwithsalt;127.0;0.32;0.5;22.8;177.0
Beanskidneyalltypesmatureseedscookedboiledwithoutsalt;127.0;0.32;0.5;22.8;177.0
Beanskidneyalltypesmatureseedsraw;333.0;2.23;0.83;60.01;184.0
Beanskidneycaliforniaredmatureseedscookedboiledwithsalt;124.0;2.23;0.09;22.41;177.0
Beanskidneycaliforniaredmatureseedscookedboiledwithoutsalt;124.0;2.23;0.09;22.41;177.0
Beanskidneycaliforniaredmatureseedsraw;330.0;2.23;0.25;59.8;184.0
Beanskidneymatureseedssproutedraw;29.0;2.23;0.5;4.1;184.0
Beanskidneyredmatureseedscanneddrainedsolids;124.0;3.8;1.05;21.49;266.0
Beanskidneyredmatureseedscanneddrainedsolidsrinsedintapwater;121.0;3.8;0.93;20.8;158.0
Beanskidneyredmatureseedscannedsolidsandliquidlowsodium;81.0;1.85;0.36;14.83;256.0
Beanskidneyredmatureseedscannedsolidsandliquids;81.0;1.85;0.36;14.83;256.0
Beanskidneyredmatureseedscookedboiledwithsalt;127.0;0.32;0.5;22.8;177.0
Beanskidneyredmatureseedscookedboiledwithoutsalt;127.0;0.32;0.5;22.8;177.0
Beanskidneyredmatureseedsraw;337.0;2.1;1.06;61.29;184.0
Beanskidneyroyalredmatureseedscookedboiledwithsalt;123.0;2.1;0.17;21.85;177.0
Beanskidneyroyalredmatureseedscookedboiledwithoutsalt;123.0;2.1;0.17;21.85;177.0
Beanskidneyroyalredmatureseedsraw;329.0;2.1;0.45;58.33;184.0
Beansliquidfromstewedkidneybeans;47.0;0.0;3.2;2.8;240.0
Beansmungmatureseedssproutedcanneddrainedsolids;12.0;0.7;0.06;2.14;125.0
Beansnavymatureseedscanned;113.0;0.28;0.43;20.45;262.0
Beansnavymatureseedscookedboiledwithsalt;140.0;0.37;0.62;26.05;182.0
Beansnavymatureseedscookedboiledwithoutsalt;140.0;0.37;0.62;26.05;182.0
Beansnavymatureseedsraw;337.0;3.88;1.5;60.75;208.0
Beansnavymatureseedssproutedraw;67.0;3.88;0.7;13.05;104.0
Beanspinkmatureseedscookedboiledwithsalt;149.0;0.36;0.49;27.91;169.0
Beanspinkmatureseedscookedboiledwithoutsalt;149.0;0.36;0.49;27.91;169.0
Beanspinkmatureseedsraw;343.0;2.14;1.13;64.19;210.0
Beanspintocanneddrainedsolids;114.0;0.54;0.9;20.22;277.0
Beanspintoimmatureseedsfrozencookedboileddrainedwithsalt;162.0;0.54;0.48;30.87;94.0
Beanspintoimmatureseedsfrozencookedboileddrainedwithoutsalt;162.0;0.54;0.48;30.87;94.0
Beanspintoimmatureseedsfrozenunprepared;170.0;0.54;0.5;32.5;94.0
Beanspintomatureseedscanneddrainedsolidsrinsedintapwater;117.0;0.54;0.97;20.77;169.0
Beanspintomatureseedscannedsolidsandliquids;82.0;1.02;0.56;15.18;240.0
Beanspintomatureseedscannedsolidsandliquidslowsodium;82.0;1.02;0.56;15.18;240.0
Beanspintomatureseedscookedboiledwithsalt;143.0;0.34;0.65;26.22;171.0
Beanspintomatureseedscookedboiledwithoutsalt;143.0;0.34;0.65;26.22;171.0
BeanspintomatureseedsrawIncludesfoodsforUSDAsFoodDistributionProgram;347.0;2.11;1.23;62.55;193.0
Beansshelliecannedsolidsandliquids;30.0;0.63;0.19;6.19;245.0
Beanssmallwhitematureseedscookedboiledwithsalt;142.0;0.63;0.64;25.81;179.0
Beanssmallwhitematureseedscookedboiledwithoutsalt;142.0;0.63;0.64;25.81;179.0
Beanssmallwhitematureseedsraw;336.0;0.63;1.18;62.25;215.0
Beanssnapcannedallstylesseasonedsolidsandliquids;16.0;0.63;0.2;3.49;114.0
Beanssnapgreencannednosaltaddeddrainedsolids;22.0;0.78;0.46;4.32;153.0
Beanssnapgreencannednosaltaddedsolidsandliquids;15.0;0.78;0.1;3.5;120.0
Beanssnapgreencannedregularpackdrainedsolids;21.0;1.44;0.41;4.19;135.0
Beanssnapgreencannedregularpacksolidsandliquids;15.0;1.25;0.17;3.27;240.0
Beanssnapgreencookedboileddrainedwithsalt;35.0;3.63;0.28;7.88;125.0
Beanssnapgreencookedboileddrainedwithoutsalt;35.0;3.63;0.28;7.88;125.0
Beanssnapgreenfrozenallstylesmicrowaved;33.0;2.6;0.41;6.98;111.0
BeanssnapgreenfrozenallstylesunpreparedIncludesfoodsforUSDAsFoodDistributionProgram;33.0;2.21;0.21;7.54;121.0
Beanssnapgreenfrozencookedboileddrainedwithoutsalt;28.0;1.88;0.17;6.45;135.0
Beanssnapgreenfrozencookedboileddrainedwithsalt;28.0;1.88;0.17;6.45;135.0
Beanssnapgreenmicrowaved;33.0;3.22;0.5;6.41;116.0
Beanssnapgreenraw;31.0;3.26;0.22;6.97;100.0
Beanssnapyellowcannednosaltaddeddrainedsolids;20.0;0.78;0.1;4.5;153.0
Beanssnapyellowcannednosaltaddedsolidsandliquids;15.0;0.62;0.1;3.5;120.0
Beanssnapyellowcannedregularpackdrainedsolids;20.0;0.78;0.1;4.5;153.0
Beanssnapyellowcannedregularpacksolidsandliquids;15.0;0.62;0.1;3.5;120.0
Beanssnapyellowcookedboileddrainedwithsalt;35.0;3.63;0.28;7.88;125.0
Beanssnapyellowcookedboileddrainedwithoutsalt;35.0;3.63;0.28;7.88;125.0
Beanssnapyellowfrozenallstylesunprepared;33.0;2.22;0.21;7.58;121.0
Beanssnapyellowfrozencookedboileddrainedwithsalt;28.0;1.88;0.17;6.45;135.0
Beanssnapyellowfrozencookedboileddrainedwithoutsalt;28.0;1.88;0.17;6.45;135.0
Beanssnapyellowraw;31.0;3.27;0.12;7.13;100.0
Beanswhitematureseedscanned;114.0;3.27;0.29;21.2;262.0
Beanswhitematureseedscookedboiledwithsalt;139.0;0.34;0.35;25.09;179.0
Beanswhitematureseedscookedboiledwithoutsalt;139.0;0.34;0.35;25.09;179.0
Beanswhitematureseedsraw;333.0;2.11;0.85;60.27;202.0
Beansyellowmatureseedscookedboiledwithsalt;144.0;0.34;1.08;25.28;177.0
Beansyellowmatureseedscookedboiledwithoutsalt;144.0;0.34;1.08;25.28;177.0
Beansyellowmatureseedsraw;345.0;0.34;2.6;60.7;196.0
Beefcompositeseparableleanonlytrimmedto18fatchoicecooked;203.0;0.34;9.16;0.0;85.0
Beefmacaroniwithtomatosaucefrozenentreereducedfat;113.0;3.8;1.96;17.99;269.0
BeefPotPiefrozenentreeprepared;220.0;3.8;11.39;22.05;268.0
Beefstewcannedentree;99.0;1.76;5.53;7.85;196.0
BeefAustralianimportedgrassfedexternalfatraw;509.0;0.0;51.36;0.39;113.0
BeefAustralianimportedgrassfedground85lean15fatraw;239.0;0.0;18.12;0.0;113.0
BeefAustralianimportedgrassfedlointenderloinsteakroastbonelessseparableleanandfatraw;151.0;0.0;7.63;0.01;113.0
BeefAustralianimportedgrassfedlointenderloinsteakroastbonelessseparableleanonlyraw;138.0;0.0;6.11;0.0;113.0
BeefAustralianimportedgrassfedlointoploinsteakroastbonelessseparableleanandfatraw;199.0;0.0;13.17;0.11;113.0
BeefAustralianimportedgrassfedlointoploinsteakroastbonelessseparableleanonlyraw;131.0;0.0;4.87;0.0;113.0
BeefAustralianimportedgrassfedlointopsirloincapoffsteakroastbonelessseparableleanandfatraw;127.0;0.0;4.45;0.01;113.0
BeefAustralianimportedgrassfedlointopsirloincapoffsteakroastbonelessseparableleanonlyraw;122.0;0.0;3.87;0.0;113.0
BeefAustralianimportedgrassfedribribeyesteakroastliponbonelessseparableleanandfatraw;217.0;0.0;15.21;0.11;113.0
BeefAustralianimportedgrassfedribribeyesteakroastliponbonelessseparableleanonlyraw;160.0;0.0;8.2;0.0;113.0
BeefAustralianimportedgrassfedroundbottomroundsteakroastbonelessseparableleanandfatraw;140.0;0.0;6.16;0.01;113.0
BeefAustralianimportedgrassfedroundbottomroundsteakroastbonelessseparableleanonlyraw;130.0;0.0;4.93;0.0;113.0
BeefAustralianimportedgrassfedroundtoproundcapoffsteakroastbonelessseparableleanandfatraw;129.0;0.0;4.4;0.0;113.0
BeefAustralianimportedgrassfedroundtoproundcapoffsteakroastbonelessseparableleanonlyraw;129.0;0.0;4.43;0.0;113.0
BeefAustralianimportedgrassfedseamfatraw;562.0;0.0;57.73;1.06;113.0
BeefAustralianimportedWagyuexternalfatAustmarblescore45raw;596.0;0.0;63.27;0.0;113.0
BeefAustralianimportedWagyuexternalfatAustmarblescore9raw;639.0;0.0;68.07;0.97;113.0
BeefAustralianimportedWagyulointenderloinsteakroastbonelessseparableleanandfatAustmarblescore45raw;206.0;0.0;14.09;0.0;113.0
BeefAustralianimportedWagyulointenderloinsteakroastbonelessseparableleanandfatAustmarblescore9raw;248.0;0.0;19.11;0.58;113.0
BeefAustralianimportedWagyulointenderloinsteakroastbonelessseparableleanonlyAustmarblescore45raw;191.0;0.0;12.3;0.0;113.0
BeefAustralianimportedWagyulointenderloinsteakroastbonelessseparableleanonlyAustmarblescore9raw;237.0;0.0;17.73;0.57;113.0
BeefAustralianimportedWagyulointoploinsteakroastbonelessseparableleanandfatAustmarblescore45raw;289.0;0.0;24.2;0.12;113.0
BeefAustralianimportedWagyulointoploinsteakroastbonelessseparableleanonlyAustmarblescore45raw;223.0;0.0;15.69;0.2;113.0
BeefAustralianimportedWagyulointoploinsteakroastbonelessseparableleanonlyAustmarblescore9raw;331.0;0.0;29.15;0.13;113.0
BeefAustralianimportedWagyulointoploinsteakroastseparableleanandfatAustmarblescore9raw;392.0;0.0;36.98;0.14;113.0
BeefAustralianimportedWagyuribsmallendribsteakroastbonelessseparableleanandfatAustmarblescore45raw;317.0;0.0;27.64;0.0;113.0
BeefAustralianimportedWagyuribsmallendribsteakroastbonelessseparableleanandfatAustmarblescore9raw;404.0;0.0;38.3;0.28;113.0
BeefAustralianimportedWagyuribsmallendribsteakroastbonelessseparableleanonlyAustmarblescore45raw;234.0;0.0;16.93;0.0;113.0
BeefAustralianimportedWagyuribsmallendribsteakroastbonelessseparableleanonlyAustmarblescore9raw;330.0;0.0;28.61;0.46;113.0
BeefAustralianimportedWagyuseamfatAustmarblescore45raw;594.0;0.0;63.3;0.0;113.0
BeefAustralianimportedWagyuseamfatAustmarblescore9raw;627.0;0.0;67.33;0.0;113.0
Beefbolognareducedsodium;310.0;0.0;28.4;2.0;138.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatallgradescookedroasted;211.0;0.0;11.07;0.0;85.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatallgradesraw;165.0;0.0;8.55;0.0;113.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatchoicecookedroasted;221.0;0.0;12.36;0.0;85.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatchoiceraw;174.0;0.0;9.51;0.0;113.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatselectcookedroasted;201.0;0.0;9.78;0.0;85.0
Beefbottomsirlointritiproastseparableleanandfattrimmedto0fatselectraw;157.0;0.0;7.68;0.0;113.0
Beefbottomsirlointritiproastseparableleanonlytrimmedto0fatallgradesraw;142.0;0.0;5.63;0.0;113.0
Beefbottomsirlointritiproastseparableleanonlytrimmedto0fatchoicecookedroasted;193.0;0.0;9.73;0.0;85.0
Beefbottomsirlointritiproastseparableleanonlytrimmedto0fatchoiceraw;154.0;0.0;7.06;0.0;113.0
Beefbottomsirlointritiproastseparableleanonlytrimmedto0fatselectcookedroasted;179.0;0.0;6.95;0.0;85.0
Beefbottomsirlointritiproastseparableleanonlytrimmedto0fatselectraw;129.0;0.0;4.21;0.0;113.0
Beefbrisketflathalfbonelessseparableleanonlytrimmedto0fatallgradesraw;132.0;0.0;5.11;0.0;113.0
Beefbrisketflathalfbonelessseparableleanandfattrimmedto0fatallgradesraw;165.0;0.0;9.29;0.0;113.0
Beefbrisketflathalfbonelessseparableleanandfattrimmedto0fatchoiceraw;169.0;0.0;9.86;0.0;113.0
Beefbrisketflathalfbonelessseparableleanandfattrimmedto0fatselectraw;158.0;0.0;8.45;0.0;113.0
Beefbrisketflathalfbonelessseparableleanonlytrimmedto0fatchoiceraw;137.0;0.0;5.75;0.0;113.0
Beefbrisketflathalfbonelessseparableleanonlytrimmedto0fatselectraw;124.0;0.0;4.14;0.0;113.0
Beefbrisketflathalfseparableleanandfattrimmedto0fatallgradescookedbraised;213.0;0.0;8.01;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto0fatchoicecookedbraised;221.0;0.0;9.24;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto0fatselectcookedbraised;205.0;0.0;6.77;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatallgradescookedbraised;289.0;0.0;18.42;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatallgradesraw;277.0;0.0;22.18;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatchoicecookedbraised;298.0;0.0;19.47;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatchoiceraw;278.0;0.0;22.15;0.12;113.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatselectcookedbraised;280.0;0.0;17.37;0.0;85.0
Beefbrisketflathalfseparableleanandfattrimmedto18fatselectraw;276.0;0.0;22.21;0.0;113.0
Beefbrisketflathalfseparableleanonlytrimmedto0fatallgradescookedbraised;205.0;0.0;6.99;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto0fatchoicecookedbraised;212.0;0.0;8.07;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto0fatselectcookedbraised;198.0;0.0;5.92;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatallgradescookedbraised;196.0;0.0;6.0;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatallgradesraw;127.0;0.0;3.84;0.0;113.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatchoicecookedbraised;203.0;0.0;6.79;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatchoiceraw;129.0;0.0;4.06;0.0;113.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatselectcookedbraised;189.0;0.0;5.21;0.0;85.0
Beefbrisketflathalfseparableleanonlytrimmedto18fatselectraw;124.0;0.0;3.61;0.0;113.0
Beefbrisketpointhalfseparableleanandfattrimmedto0fatallgradescookedbraised;358.0;0.0;28.5;0.0;85.0
Beefbrisketpointhalfseparableleanandfattrimmedto18fatallgradescookedbraised;349.0;0.0;27.17;0.0;85.0
Beefbrisketpointhalfseparableleanandfattrimmedto18fatallgradesraw;267.0;0.0;20.98;0.59;113.0
Beefbrisketpointhalfseparableleanonlytrimmedto0fatallgradescookedbraised;244.0;0.0;13.8;0.0;85.0
